link,video,utterance,transcript
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_16.mp4,""
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_17.mp4,""
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_18.mp4,"I should remember"
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_19.mp4,"Emma's Diary"
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_20.mp4,""
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_21.mp4,"don't remember please"
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_22.mp4,"ok"
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_23.mp4,"Oral-B charger guilt guilt is a former memory why do I feel this way make it stop"
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_27.mp4,""
"https://www.youtube.com/watch?v=Zrx1BfbOysg",8c56c5ac5,utterance_28.mp4,"I don't seem to be able to do anything my memories are like always my homeboy "
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_1.mp4,"now we also have the December"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_2.mp4,"acting video contest and answer what you can do is perform some Shakespearean Centre"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_3.mp4,"so you can perform with the friends sing the Black Friday when you can have one in the front room"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_4.mp4,"one line from it"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_5.mp4,"you can do a dramatic reading script in here and all those things were acceptable"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_6.mp4,"for the Christmas one whenever $50 $25 Friday"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_7.mp4,"54 the Christmas one"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_8.mp4,"so I for example you can do 6 Rudolph Rudolph."
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_9.mp4,"round like the moon in your nose is bright as the sun"
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_10.mp4,"really do I also have any screws you can perform that one "
"https://www.youtube.com/watch?v=Y50P3WlXVDk",76eecf968,utterance_11.mp4,"so I just have fun with that"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_1.mp4,"hey everybody it's Candice and I'm back with my life project and this week we have a duty for you it's from Stephen Adly guirgis is Jesus hopped the a train haven't read this play before I highly recommend going on reading it or you haven't heard of Stephen I've put his Wikipedia link below you can check him out "
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_2.mp4,"has a pension for reading is really feisty b***** lawyer characters the ladies have fun with this I'm about 2 minutes this piece that I got it Madame Tussauds great for auditions "
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_3.mp4,"look I'm sorry for the mix-up I know you're not active enough you're ok you were angel Cruz you're 30 years old Liberty mother she must play Harlem "
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_4.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_5.mp4,"did you just confess to me"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_6.mp4,"you did say something you said you shot him in the ass"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_7.mp4,"say something"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_8.mp4,"you get your wish into your new boiler"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_9.mp4,"the next one is that what you're eating The Witness "
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_10.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_11.mp4,"suborning perjury and of course you know what supporting me Nottingham"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_12.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_13.mp4,"cheers apero memorial let me give you everything that you are lying up there"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_14.mp4,"and you can already know about it"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_15.mp4,"we both"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_16.mp4,"ok comprende doesn't have a name "
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_17.mp4,"listen the criminal justice system you're in now it's up to happen"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_18.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_19.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_20.mp4,"just a little angel"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_21.mp4,"the trick is not a lawyer who makes no mistakes"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_22.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_23.mp4,"policeman"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_24.mp4,"B is he there green enough for"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_25.mp4,"masochistic in that actually give a s*** about their clients"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_26.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_27.mp4,"which one am I"
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_28.mp4,""
"https://www.youtube.com/watch?v=dqMwSvDD1eo",243cff084,utterance_29.mp4,""
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_1.mp4,"do you ever get rid of putting on your shoes let me add"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_2.mp4,""
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_3.mp4,""
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_4.mp4,"American consumer consumed by convene"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_5.mp4,"ratatouille"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_6.mp4,"let me"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_7.mp4,""
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_8.mp4,"are you finished early evening for tomorrow"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_9.mp4,"Bremen"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_10.mp4,""
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_11.mp4,"healthy places Montana"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_12.mp4,"Athena Grill"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_13.mp4,"le14 4RU"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_14.mp4,"animal super healthy pb&j sandwiches"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_16.mp4,"Vodafone photos"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_17.mp4,"dollar menu"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_18.mp4,""
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_19.mp4,"Apple Store"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_20.mp4,"that means you"
"https://www.youtube.com/watch?v=dXLy35Tm9q0",7459327df,utterance_21.mp4,"I want to give you one spot chicken burger but it's still there"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_1.mp4,""
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_2.mp4,"I finally did it"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_3.mp4,"I've only beat you know I had to do was not reveal my evil plan"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_4.mp4,""
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_5.mp4,"villains always do that one of the strange need to tell you all that DVR splat before we do them"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_6.mp4,"that was gives you time to the last minute save"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_7.mp4,"the last minute effort that gets you through"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_8.mp4,"or perhaps we reveal some flora plena able to exploit this time"
"https://www.youtube.com/watch?v=epWOjxom-is",a3f32e3a3,utterance_9.mp4,"who was killed first go out later this is so much better I get to brag now breaking is so much better than reviewing the "
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_1.mp4,"gw21 you just hang yourself"
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_3.mp4,"Daddy mcfatfat yeah go ahead let me supersized that the mickey D's cronut the BKS supreme decibel and all American consumer consumed by convene "
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_4.mp4,"I want to his death by dolls"
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_5.mp4,"I wonder if these down menus are killing me"
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_6.mp4,"like I can afford it right I was a wonderful tell this possible time in the cheapest thing in there was a grouting for $5"
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_7.mp4,"Argos"
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_8.mp4,"if you'll be the come at Me Now saying I'm a peanut butter and jelly sandwiches for hours hours get me a dollar menu I'm talking at a spicy chicken burger and fries ice-cold drink don't get me started on iPad I don't get me started "
"https://www.youtube.com/watch?v=CdNDoxHEkEY",b32a6ac3b,utterance_9.mp4,"just think about that and I might go out and give more space each other's what a mason"
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_2.mp4,""
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_3.mp4,""
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_4.mp4,"everybody around me"
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_5.mp4,"salt"
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_6.mp4,""
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_7.mp4,"there's nothing left for me"
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_8.mp4,"I'm"
"https://www.youtube.com/watch?v=80W6TH6U_XE",c9f0e3623,utterance_9.mp4,"leftover whey"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_1.mp4,"rating of sausage is it totally free like totally and as part of a whole shareware open source movement and I insult excess weight about even adding new features that you suggested "
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_2.mp4,""
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_3.mp4,"script writing software"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_4.mp4,"hundred $200"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_5.mp4,"but Celtics is free we want to open up Celtics after you've downloaded it"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_7.mp4,"what you wanted to"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_8.mp4,"here's you want to choose the type of script now for this class I want you to choose film"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_9.mp4,"is this crap script"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_10.mp4,"and so there's lots of different options you can do an audio play theatre script play"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_11.mp4,"but I always use film it it even works I even use it for plays I just really like the set-up informed"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_12.mp4,"packets of cling film"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_13.mp4,"choose your click still then you'll see a screen like this"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_14.mp4,"windscreen you have it automatically set up the scene heading and adult show you are on the"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_16.mp4,"now when you write a screenplay"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_17.mp4,"you always start out with interior or exterior that Int"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_18.mp4,"and you'll see that it already has that programmed in there you can type ion-selective"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_19.mp4,"orders EXT"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_20.mp4,"Tudor interior exterior"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_21.mp4,"so depending if your action is happening inside or out"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_22.mp4,"are the exception to that is I / II"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_23.mp4,"that into year and exterior so that's less common and what that's for is"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_31.mp4,"working in agriculture network it's overdue "
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_32.mp4,"Israel interior living room"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_33.mp4,"in the night so next you choose where the action is happening and then you choose day or night"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_34.mp4,"so your living room de"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_35.mp4,"now you can see a lot of things are happening"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_36.mp4,"I'm going to hit return and then I likely Goes To Action"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_37.mp4,"so I've completed my scene heading and now I'm in Action after I hit return or enter"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_38.mp4,"what things have happened to you"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_39.mp4,"are you see that up above Ipswich to Action from scene heading you see down below and you're seeing someone has been created for you but I won't "
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_40.mp4,"what action you describe what's going on usually at the beginning of a screenplay there's a lot of description that kind of set things up"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_41.mp4,"but I'm not gonna get too and do that now"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_42.mp4,"of course with description you don't want to do the director's job for them don't start talking about camera angles and things like that are you want to focus on the story then I'm going to say something so I hit return now you see that it's still stays at "
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_43.mp4,"in the slow drop down menu even though I hit return so what I'm going to do is I'm going to click on the drop down menu"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_44.mp4,"after I click on the drop down menu then I click character"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_45.mp4,"switches to care"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_48.mp4,"to see that the dialogue is indented"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_49.mp4,"so the only only the scene heading in the action go entirely across the page the name of the character centred and the is Portway ind "
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_53.mp4,"but you're not doing that"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_54.mp4,"she's sleeping happily"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_56.mp4,"she doing great my account again and it still is on character after the dialogue but I want to go back to Action so how do I do that"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_57.mp4,"I click on the drop down menu"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_58.mp4,""
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_59.mp4,""
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_60.mp4,"select"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_61.mp4,""
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_62.mp4,"it goes back over to the side"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_63.mp4,"and I can type the next action dog"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_64.mp4,""
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_65.mp4,""
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_66.mp4,"indeed"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_67.mp4,"the baby"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_68.mp4,"ok so now in my screenplay"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_69.mp4,"I have all the elements of a great movie"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_70.mp4,"see I have a character ref setup I have a conflict in then I have resolution"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_71.mp4,"send us after Hollywood I want to have a new SEAT and the reason why is that there's going to be a change in location"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_72.mp4,"that's a good reason to switch scene"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_73.mp4,"change of location to switch to scene heading"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_74.mp4,"and I'm going to put Xperia suddenly now what I'm doing is I'm moving the story Forward by having a new action"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_75.mp4,"something different has happened on the first scene might be setting up a what is my normal day like"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_76.mp4,"in this new event is"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_77.mp4,"showing something different and happens that's usually"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_78.mp4,"a good thing to have happened in a screenplay you have normal everything is normal"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_79.mp4,"and then you have an event that changes things"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_80.mp4,"something suddenly happened that is different in this person's life so my car starts up and drives away did somebody steal it did is the car possessed "
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_81.mp4,"so there is a mystery there is serious intrigue so"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_82.mp4,"that's what you want to do with your stories"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_83.mp4,"you wanna make sure you save"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_84.mp4,"torproject"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_85.mp4,"and ideally save it with your name as part of the filename"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_86.mp4,"and you can either do an underscore or don't do any spaces that makes it easier for me to download it low quicker"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_87.mp4,"Sumdog"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_88.mp4,"Celtics"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_89.mp4,"a mystery know where you're saying it to know there's a lot of other options on Celtics"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_90.mp4,"there's storyboarding options if you got down at the bottom of Celtics you can set up a title page"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_91.mp4,"are you going to type sets you can actually see what it looks like when it's going to be printed"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_92.mp4,"it's a very amazing and Powerful program for free so my compliments to salt"
"https://www.youtube.com/watch?v=WkATt_NIW6E",cbb64e001,utterance_93.mp4,"so if they say bye bye to the baby"
"https://www.youtube.com/watch?v=xGytp8rZEMM",1f1da840a_1,utterance_2.mp4,"behind we are going to play a game called pass the bar "
"https://www.youtube.com/watch?v=xGytp8rZEMM",1f1da840a_1,utterance_4.mp4,"and I'm going to church "
"https://www.youtube.com/watch?v=xGytp8rZEMM",1f1da840a_1,utterance_7.mp4,"he's crushing it"
"https://www.youtube.com/watch?v=xGytp8rZEMM",1f1da840a_1,utterance_8.mp4,"nerdist "
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_3.mp4,"you've gone all three drummer family this is Michael J out of coming today and Tuesday and talking about the processor "
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_10.mp4,"scream cry left anything in your mostly feeling you can express"
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_11.mp4,"without any real world consequences without hurting anybody's feelings without"
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_15.mp4,"which is to trust your perspective we have a point of view that we cannot escape how I see thanks "
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_18.mp4,"is your golden Ticket that is what makes you you and sweat it sweating me"
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_23.mp4,"person who can see the humanity is Saturday even if it's a bad person I still connect because they are "
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_24.mp4,"in a character they show me their interpretation they're not just reciting why"
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_30.mp4,"border right now I'm speaking to you I want you to understand how I think and I also want you to be comfortable with how you think so Mum "
"https://www.youtube.com/watch?v=WuI-g2WQCVs",2c09795bb_1,utterance_40.mp4,"Michael J Oliver with my prices"
"https://www.youtube.com/watch?v=n60nqSk-Fs0",4ce6dec16_1,utterance_1.mp4,"Polo free drama.net "
"https://www.youtube.com/watch?v=n60nqSk-Fs0",4ce6dec16_1,utterance_2.mp4,"Shakespearean ruler "
"https://www.youtube.com/watch?v=n60nqSk-Fs0",4ce6dec16_1,utterance_3.mp4,"I like the moon in your nose is bright like the sun "
"https://www.youtube.com/watch?v=MIfK5XWZUuQ",7a0306a52_1,utterance_1.mp4,"women I can't see you "
"https://www.youtube.com/watch?v=MIfK5XWZUuQ",7a0306a52_1,utterance_2.mp4,"and the first thing that happens is that a month and you know what my life "
"https://www.youtube.com/watch?v=MIfK5XWZUuQ",7a0306a52_1,utterance_3.mp4,"ok how's that for irony on my credit card at my house "
"https://www.youtube.com/watch?v=MIfK5XWZUuQ",7a0306a52_1,utterance_4.mp4,"you I just want my lucky came back"
"https://www.youtube.com/watch?v=lf-fTYXiUD4",7c05a1135_1,utterance_1.mp4,"big homie dumper"
"https://www.youtube.com/watch?v=lf-fTYXiUD4",7c05a1135_1,utterance_3.mp4,"I was watching that baby movie every time I was September I will get so excited I will take it out of my PS I love that rabbits "
"https://www.youtube.com/watch?v=lf-fTYXiUD4",7c05a1135_1,utterance_4.mp4,"you just made me so happy"
"https://www.youtube.com/watch?v=lf-fTYXiUD4",7c05a1135_1,utterance_5.mp4,"so happy I left my phone"
"https://www.youtube.com/watch?v=lf-fTYXiUD4",7c05a1135_1,utterance_6.mp4,"will I need something like that"
