link,start,end,video,utterance
https://www.youtube.com/watch?v=pZSp0HSzGqQ,17.5174017642,25.859021652,a7c5bc08c,utterance_6.mp4
https://www.youtube.com/watch?v=pZSp0HSzGqQ,26.5680593424,30.9891178829,a7c5bc08c,utterance_7.mp4
https://www.youtube.com/watch?v=pZSp0HSzGqQ,33.5750200481,37.370457097,a7c5bc08c,utterance_9.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,0,94.7895213593,d1dae148e,utterance_1.mp4 
https://www.youtube.com/watch?v=TKVg43IZfQc,95.0564401101,136.595670695,d1dae148e,utterance_2.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,136.862589446,140.032249611,d1dae148e,utterance_3.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,139.898790236,141.700491803,d1dae148e,utterance_4.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,142.234329305,146.70521838,d1dae148e,utterance_5.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,147.372515257,159.584048103,d1dae148e,utterance_6.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,160.217980136,161.852857485,d1dae148e,utterance_7.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,162.553519205,169.026298911,d1dae148e,utterance_8.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,169.560136413,171.061554386,d1dae148e,utterance_9.mp4
https://www.youtube.com/watch?v=TKVg43IZfQc,171.428567668,213.368176379,d1dae148e,utterance_10.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,0,0.9050576004,ddf3a516c,utterance_1.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,1.6425119416,2.6816521495,ddf3a516c,utterance_2.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,3.2850238831,14.1121944366,ddf3a516c,utterance_3.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,14.782607474,16.827367238,ddf3a516c,utterance_4.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,17.3636976679,29.9339421186,ddf3a516c,utterance_5.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,30.0345040742,31.1742062377,ddf3a516c,utterance_6.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,31.4423714527,41.029277887,ddf3a516c,utterance_7.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,41.7667322282,43.074037651,ddf3a516c,utterance_8.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,44.347822422,47.4987636977,ddf3a516c,utterance_9.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,48.3367799944,49.5435234616,ddf3a516c,utterance_10.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,49.7446473729,54.0688114639,ddf3a516c,utterance_11.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,54.4375386344,55.309075583,ddf3a516c,utterance_12.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,55.6107614498,56.582860354,ddf3a516c,utterance_13.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,57.7225625176,59.3315538072,ddf3a516c,utterance_14.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,60.5382972745,63.1529081203,ddf3a516c,utterance_15.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,63.5886765945,66.0692048328,ddf3a516c,utterance_16.mp4
https://www.youtube.com/watch?v=jB9EVQ9TkN0,66.1697667884,72.6057319472,ddf3a516c,utterance_17.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,8.6331077432,9.9330737741,e8a276493,utterance_4.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,10.2663983974,12.0996838255,e8a276493,utterance_5.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,13.2996524693,13.9996341782,e8a276493,utterance_6.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,14.4662886508,19.7661501611,e8a276493,utterance_7.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,20.0661423221,20.666126644,e8a276493,utterance_8.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,20.9994512673,21.8994277502,e8a276493,utterance_9.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,22.3994146851,26.8659646372,e8a276493,utterance_10.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,27.2992866475,33.3657947914,e8a276493,utterance_11.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,33.5991220277,43.1322062538,e8a276493,utterance_12.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,44.3321748977,45.1321539936,e8a276493,utterance_13.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,45.9654655518,46.7321121853,e8a276493,utterance_14.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,47.5987562059,49.0653845484,e8a276493,utterance_15.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,55.7652094765,59.0651232471,e8a276493,utterance_17.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,59.7317724937,67.8982257643,e8a276493,utterance_18.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,68.1315530006,71.4647992335,e8a276493,utterance_19.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,72.5647704904,79.8645797404,e8a276493,utterance_20.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,80.0312420521,83.5311505966,e8a276493,utterance_21.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,83.7644778329,131.0965743402,e8a276493,utterance_22.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,131.5965612752,132.7298649943,e8a276493,utterance_23.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,132.7631974567,139.7630145458,e8a276493,utterance_24.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,139.9963417821,156.395913248,e8a276493,utterance_25.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,158.1958662137,169.0955813953,e8a276493,utterance_27.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,169.3955735563,170.8955343611,e8a276493,utterance_28.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,171.9621731556,173.0621444125,e8a276493,utterance_29.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,174.2954455187,176.2953932584,e8a276493,utterance_30.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,176.3953906454,185.5284853236,e8a276493,utterance_31.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,185.7284800976,187.595097988,e8a276493,utterance_32.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,188.0617524606,189.3283860291,e8a276493,utterance_33.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,189.928370351,199.6281168888,e8a276493,utterance_34.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,199.9614415121,224.26080655,e8a276493,utterance_35.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,224.4608013239,243.1936451529,e8a276493,utterance_36.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,243.3603074645,253.5600409372,e8a276493,utterance_37.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,253.8600330982,254.6600121941,e8a276493,utterance_38.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,255.259996516,256.0599756119,e8a276493,utterance_39.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,256.4266326975,266.6596986325,e8a276493,utterance_40.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,268.0929945127,269.3929605435,e8a276493,utterance_41.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,270.1929396394,298.7921923177,e8a276493,utterance_42.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,300.0588258862,305.5586821705,e8a276493,utterance_43.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,305.6586795575,306.5919885027,e8a276493,utterance_44.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,308.9252608658,310.5918839822,e8a276493,utterance_45.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,310.7918787562,312.291839561,e8a276493,utterance_46.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,312.6584966466,315.4584234823,e8a276493,utterance_47.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,316.1584051912,317.658365996,e8a276493,utterance_48.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,318.0250230816,329.3913927358,e8a276493,utterance_49.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,329.4580576605,331.3246755509,e8a276493,utterance_50.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,332.2579844961,332.7913038934,e8a276493,utterance_51.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,333.1912934413,334.1579348489,e8a276493,utterance_52.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,336.4578747496,339.4577963592,e8a276493,utterance_53.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,340.657765003,342.4910504311,e8a276493,utterance_54.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,342.7577101298,345.1909798798,e8a276493,utterance_55.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,345.5576369654,348.757553349,e8a276493,utterance_56.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,349.7575272189,351.790807421,e8a276493,utterance_57.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,352.0907995819,352.6907839038,e8a276493,utterance_58.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,353.2574357634,355.2240510409,e8a276493,utterance_59.mp4
https://www.youtube.com/watch?v=r1P6DOZMPLU,358.3906349621,360.5905774758,e8a276493,utterance_61.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,0,11.4108633196,fd41c38b2,utterance_1.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,15.1811193287,17.1830251742,fd41c38b2,utterance_2.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,18.2173431944,21.8875039113,fd41c38b2,utterance_3.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,22.4213454701,26.491887356,fd41c38b2,utterance_4.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,26.6253477457,36.9685279477,fd41c38b2,utterance_5.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,40.6386886645,44.0085635045,fd41c38b2,utterance_6.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,44.6091352581,46.6110411037,fd41c38b2,utterance_7.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,46.9446920779,47.7454544162,fd41c38b2,utterance_8.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,48.1124704878,49.0800583132,fd41c38b2,utterance_9.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,49.9809159437,50.6148527948,fd41c38b2,utterance_10.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,53.4842511734,55.5862523112,fd41c38b2,utterance_11.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,56.0533636752,56.6873005262,fd41c38b2,utterance_12.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,57.688253449,59.5566989049,fd41c38b2,utterance_13.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,60.4909216328,63.4937804011,fd41c38b2,utterance_14.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,64.4613682264,69.9332442042,fd41c38b2,utterance_15.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,71.0009273219,72.1019755369,fd41c38b2,utterance_16.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,72.4022614137,72.96946807,fd41c38b2,utterance_17.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,73.3364841417,74.7378182335,fd41c38b2,utterance_18.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,75.2049295975,79.6424875551,fd41c38b2,utterance_19.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,80.1095989191,82.1782349595,fd41c38b2,utterance_20.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,82.4451557389,83.0457274925,fd41c38b2,utterance_21.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,85.4813796046,86.7158882094,fd41c38b2,utterance_22.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,87.5833807424,88.4842383729,fd41c38b2,utterance_23.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,88.7511591523,92.2878594794,fd41c38b2,utterance_24.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,92.488050064,93.2554473048,fd41c38b2,utterance_25.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,93.6558284739,97.2258938984,fd41c38b2,utterance_26.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,97.3927193856,98.2268468212,fd41c38b2,utterance_27.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,98.5604977955,102.4642141943,fd41c38b2,utterance_28.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,102.7645000711,106.0676447163,fd41c38b2,utterance_29.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,106.5013909828,107.2020580287,fd41c38b2,utterance_30.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,110.9389489404,113.7416171242,fd41c38b2,utterance_31.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,114.9093955341,116.5776504053,fd41c38b2,utterance_32.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,117.2449523539,122.9170189162,fd41c38b2,utterance_33.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,123.5509557673,126.8541004125,fd41c38b2,utterance_34.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,127.9885137249,128.856006258,fd41c38b2,utterance_35.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,129.8569591808,130.8579121035,fd41c38b2,utterance_36.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,131.9589603186,133.0266434362,fd41c38b2,utterance_37.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,134.2945171384,136.4632484711,fd41c38b2,utterance_38.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,137.3307410041,139.4994723368,fd41c38b2,utterance_39.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,140.8340762338,145.0714436069,fd41c38b2,utterance_40.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,147.1400796473,149.4756364671,fd41c38b2,utterance_41.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,151.8111932869,154.3469406912,fd41c38b2,utterance_42.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,154.6138614706,156.6157673162,fd41c38b2,utterance_43.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,156.9494182904,158.7511335514,fd41c38b2,utterance_44.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,162.321198976,168.0933608306,fd41c38b2,utterance_45.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,169.7949807993,171.963712132,fd41c38b2,utterance_46.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,172.5976489831,174.5328246338,fd41c38b2,utterance_47.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,174.6996501209,178.6700967146,fd41c38b2,utterance_48.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,179.1372080785,183.9417821078,fd41c38b2,utterance_49.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,184.742544446,187.1114663632,fd41c38b2,utterance_50.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,187.5452126298,190.4479761058,fd41c38b2,utterance_51.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,191.2821035415,195.2525501351,fd41c38b2,utterance_52.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,196.887439909,197.6214720523,fd41c38b2,utterance_53.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,198.7558853648,202.7263319585,fd41c38b2,utterance_54.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,203.4269990044,206.1963020907,fd41c38b2,utterance_55.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,207.63100128,208.4984938131,fd41c38b2,utterance_56.mp4
https://www.youtube.com/watch?v=hCcaVrr2wo0,210.4336694638,214.0037348884,fd41c38b2,utterance_57.mp4
https://www.youtube.com/watch?v=qb3lDNKDA1k,0.5835901778,11.0465283658,2b7a44d40_1,utterance_1.mp4
https://www.youtube.com/watch?v=qb3lDNKDA1k,10.5046232007,21.0509314141,2b7a44d40_1,utterance_2.mp4
https://www.youtube.com/watch?v=qb3lDNKDA1k,20.7174513124,30.9302794242,2b7a44d40_1,utterance_3.mp4
https://www.youtube.com/watch?v=qb3lDNKDA1k,30.3466892464,40.8929974598,2b7a44d40_1,utterance_4.mp4
https://www.youtube.com/watch?v=qb3lDNKDA1k,40.5595173582,46.6872142252,2b7a44d40_1,utterance_5.mp4
https://www.youtube.com/watch?v=WY3NcP0BhvE,0,7.970600823,175acc2a4_1,utterance_1.mp4
https://www.youtube.com/watch?v=WY3NcP0BhvE,8.1706995885,18.5091358025,175acc2a4_1,utterance_2.mp4
https://www.youtube.com/watch?v=WY3NcP0BhvE,17.9755390947,23.5449547325,175acc2a4_1,utterance_3.mp4
https://www.youtube.com/watch?v=WY3NcP0BhvE,23.8117530864,32.0491522634,175acc2a4_1,utterance_4.mp4
https://www.youtube.com/watch?v=WY3NcP0BhvE,31.7490041152,40.1865020576,175acc2a4_1,utterance_5.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,5.6042482759,8.5064482759,610fd0cfb_1,utterance_1.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,10.0409448276,12.0758206897,610fd0cfb_1,utterance_2.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,12.3760482759,14.8112275862,610fd0cfb_1,utterance_3.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,15.6451931034,18.0470137931,610fd0cfb_1,utterance_4.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,19.8483793103,29.6558137931,610fd0cfb_1,utterance_5.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,30.3563448276,33.0250344828,610fd0cfb_1,utterance_6.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,33.859,38.2289793103,610fd0cfb_1,utterance_7.mp4
https://www.youtube.com/watch?v=xpnD-vug0kk,38.2956965517,48.2032068966,610fd0cfb_1,utterance_8.mp4
https://www.youtube.com/watch?v=Md0FAw38IVY,0,10.2874963821,975d467b7_1,utterance_1.mp4
https://www.youtube.com/watch?v=Md0FAw38IVY,9.6210998553,20.075195369,975d467b7_1,utterance_2.mp4
https://www.youtube.com/watch?v=Md0FAw38IVY,29.7379450072,40.3586396527,975d467b7_1,utterance_4.mp4
https://www.youtube.com/watch?v=Md0FAw38IVY,39.9421418234,50.521186686,975d467b7_1,utterance_5.mp4
https://www.youtube.com/watch?v=ZkrP5UHdEJM,5.3675716695,15.1692242833,c2e8f2b89_1,utterance_1.mp4
https://www.youtube.com/watch?v=ZkrP5UHdEJM,14.7024789207,25.104232715,c2e8f2b89_1,utterance_2.mp4
https://www.youtube.com/watch?v=ZkrP5UHdEJM,24.5041315346,32.6721753794,c2e8f2b89_1,utterance_3.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,9.7970481928,14.6755783133,d7c8650e0_1,utterance_2.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,22.393253012,33.0300481928,d7c8650e0_1,utterance_5.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,32.4702168675,42.1872891566,d7c8650e0_1,utterance_6.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,41.7074337349,51.8243855422,d7c8650e0_1,utterance_7.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,52.064313253,62.6211325301,d7c8650e0_1,utterance_8.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,62.1412771084,72.4181807229,d7c8650e0_1,utterance_9.mp4
https://www.youtube.com/watch?v=5cOq2xYnZgM,72.4981566265,79.2561204819,d7c8650e0_1,utterance_10.mp4
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,2.5675535591,13.1712163096,d39d991a8_1,utterance_2.mp4
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,14.004837595,24.3750863856,d39d991a8_1,utterance_3.mp4
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,24.0416378715,34.4785763649,d39d991a8_1,utterance_4.mp4
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,33.845024188,44.3486523842,d39d991a8_1,utterance_5.mp4
https://www.youtube.com/watch?v=4SUSbU5fsAE,4.8985196375,15.2620543807,d73b7560a_1,utterance_1.mp4
https://www.youtube.com/watch?v=4SUSbU5fsAE,14.6955589124,24.7258610272,d73b7560a_1,utterance_2.mp4
https://www.youtube.com/watch?v=4SUSbU5fsAE,24.2593353474,34.556223565,d73b7560a_1,utterance_3.mp4
https://www.youtube.com/watch?v=4SUSbU5fsAE,34.0563746224,44.4532326284,d73b7560a_1,utterance_4.mp4
https://www.youtube.com/watch?v=8ybofmR1akY,0,10.2443168317,dc937fe58_1,utterance_1.mp4
https://www.youtube.com/watch?v=8ybofmR1akY,9.9111683168,20.3220594059,dc937fe58_1,utterance_2.mp4
https://www.youtube.com/watch?v=8ybofmR1akY,29.7335049505,40.2693267327,dc937fe58_1,utterance_4.mp4
https://www.youtube.com/watch?v=8ybofmR1akY,40.2276831683,50.8051485149,dc937fe58_1,utterance_5.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,10.509630309,20.8524410893,2b47d407c_1,utterance_1.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,20.3186185974,30.8949767179,2b47d407c_1,utterance_2.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,30.361154226,40.8707845351,2b47d407c_1,utterance_3.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,40.4036898547,50.8132284465,2b47d407c_1,utterance_4.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,50.2126781431,60.3553054889,2b47d407c_1,utterance_5.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,60.0216664315,70.3644772118,2b47d407c_1,utterance_6.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,69.8306547199,80.1401015945,2b47d407c_1,utterance_7.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,79.6396430083,90.2827289403,2b47d407c_1,utterance_8.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,89.6821786369,100.2585367574,2b47d407c_1,utterance_9.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,99.9582616058,110.2677084803,2b47d407c_1,utterance_10.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,109.533702554,120.043332863,2b47d407c_1,utterance_11.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,119.8097855228,130.3861436433,2b47d407c_1,utterance_12.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,129.8523211514,140.161768026,2b47d407c_1,utterance_13.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,139.6613094398,150.2043036546,2b47d407c_1,utterance_14.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,149.7038450684,160.2468392832,2b47d407c_1,utterance_15.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,159.7463806971,170.2560110061,2b47d407c_1,utterance_16.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,169.7889163257,180.2318188232,2b47d407c_1,utterance_17.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,179.5979046141,189.6404402427,2b47d407c_1,utterance_18.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,189.1733455623,199.4827924369,2b47d407c_1,utterance_19.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,198.9823338507,209.2917807253,2b47d407c_1,utterance_20.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,209.0248694793,219.3676802596,2b47d407c_1,utterance_21.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,218.8338577677,229.0765768308,2b47d407c_1,utterance_22.mp4
https://www.youtube.com/watch?v=aT5MT8AgAZU,228.409298716,236.1830887541,2b47d407c_1,utterance_23.mp4
