link,video,utterance,transcript
"https://www.youtube.com/watch?v=pZSp0HSzGqQ",a7c5bc08c,utterance_7.mp4,"I shouldn't remember I can't stop Wembley"
"https://www.youtube.com/watch?v=pZSp0HSzGqQ",a7c5bc08c,utterance_9.mp4,"Weekender will be dropping beautiful of memory"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_1.mp4,""
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_2.mp4,"change the part on most successful Fiesta what if so why are we doing this no matter where we went all pieces of Us"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_3.mp4,""
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_4.mp4,""
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_5.mp4,"trying to pull myself back together 2006"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_6.mp4,"I need one last part"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_7.mp4,"think about it"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_8.mp4,"with you I'm scared"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_9.mp4,"the biggest"
"https://www.youtube.com/watch?v=TKVg43IZfQc",d1dae148e,utterance_10.mp4,"what's the idea for Heanor program. Provide the best and the worst are both product love but I felt that I would rather be scared been broken for rest of my life now I feel whole being held together by glue most likely You'll Be craxton This Love by the Google put it back together again"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_1.mp4,"you hate me"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_2.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_3.mp4,"I'm never good enough for me no matter what I do"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_4.mp4,"party time"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_5.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_6.mp4,"yo"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_7.mp4,"everyone Active"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_8.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_9.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_10.mp4,"help me connect"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_11.mp4,"a horrible creature doomed to walk this earth"
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_12.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_13.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_14.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_15.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_16.mp4,""
"https://www.youtube.com/watch?v=jB9EVQ9TkN0",ddf3a516c,utterance_17.mp4,"why do my mum"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_4.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_5.mp4,"lsu"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_6.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_7.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_8.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_9.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_10.mp4,"I am going now"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_11.mp4,"do you remember getting here"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_12.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_13.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_14.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_15.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_17.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_18.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_19.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_20.mp4,"animals"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_21.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_22.mp4,"cortisol"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_23.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_24.mp4,"City Moodle"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_25.mp4,"does Lindsay actor linked away"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_27.mp4,"when I looked at again she couldn't believe it"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_28.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_29.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_30.mp4,"Geoffrey Miller"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_31.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_32.mp4,"she said she was"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_33.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_34.mp4,"and where are you"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_35.mp4,"hit"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_36.mp4,"she told me how she had fallen and couldn't get back on"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_37.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_38.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_39.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_40.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_41.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_42.mp4,"anyway YouTube"
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_43.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_44.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_45.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_46.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_47.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_48.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_49.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_50.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_51.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_52.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_53.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_54.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_55.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_56.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_57.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_58.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_59.mp4,""
"https://www.youtube.com/watch?v=r1P6DOZMPLU",e8a276493,utterance_61.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_1.mp4,"hi my name is Amy Walsh and stay over performing to monologues for you the first one being from the play Almost mean by John cariani as the character hope"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_2.mp4,"I know this isn't going to be very easy"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_3.mp4,"I was just out there alone in the world in"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_4.mp4,"because all I can think about what I hang up systems wrong then"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_5.mp4,"I realise that the weather's like this or that I did have in that was abused so I flew here into the taxi to get to you I just had to come see you then gorgeous"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_6.mp4,"I'm sorry did I Daniel Harding"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_7.mp4,"I'm looking for a dinner party"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_8.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_9.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_10.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_11.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_12.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_13.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_14.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_15.mp4,"is Alexander a study be here always"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_16.mp4,"you know him"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_17.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_18.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_19.mp4,"I know there was a horrible person mean"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_20.mp4,"is everybody in small towns does everybody else"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_21.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_22.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_23.mp4,"good idea"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_24.mp4,"I hate it when people assume that and you never been in town just because I'm small"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_25.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_26.mp4,"worst in people asking where"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_27.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_28.mp4,"really don't know each other any better than the one I mean"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_29.mp4,"you know who"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_30.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_31.mp4,"so sorry to bother you it's just"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_32.mp4,"I was so sure"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_33.mp4,"when is parents passed away I heard he took place he lived here you stay here right now"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_34.mp4,"just one of those days"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_35.mp4,"I want to weigh"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_36.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_37.mp4,"and everybody would"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_38.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_39.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_40.mp4,"is there something you keep them in really don't like."
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_41.mp4,"I am so sorry to have bothered you"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_42.mp4,"out there all alone in the world end"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_43.mp4,"realised what I done to him in"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_44.mp4,"that was him he was my place in the world"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_45.mp4,"my second monologue away from the play A Woman of no importance by Oscar Wilde is this is arbuthnot"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_46.mp4,"I will never stand before god"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_47.mp4,"and ask God's blessing"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_48.mp4,"I'm so hideous a mockery as a marriage between me and George Hartford"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_49.mp4,"I will not say the words to church with Saturday I will not say them"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_50.mp4,"how many sweet and lovely I love"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_51.mp4,"what you dishonor"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_52.mp4,"to obey him who in his mastery made me to sing"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_53.mp4,"no"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_54.mp4,"marriage is a Sacrament for those who love each other"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_55.mp4,"it is not attached him of the such as me"
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_56.mp4,""
"https://www.youtube.com/watch?v=hCcaVrr2wo0",fd41c38b2,utterance_57.mp4,"define the word Susan chance child I have lied to the world"
"https://www.youtube.com/watch?v=qb3lDNKDA1k",2b7a44d40_1,utterance_1.mp4,"where you are Ben getting ready for work the Apocalypse I've been here for 20 minutes we wouldn't meet the shelter to make our plan of attack how can you know what equipment you need"
"https://www.youtube.com/watch?v=qb3lDNKDA1k",2b7a44d40_1,utterance_2.mp4,"you'll need if you don't know what disaster or facing I wouldn't want to interfere with your busy schedule in fact why don't you know I just tell you when a disaster is coming a week in advance"
"https://www.youtube.com/watch?v=qb3lDNKDA1k",2b7a44d40_1,utterance_3.mp4,"that what you can plan ahead of time to make sure you're free but it's not going to happen god doesn't call ahead to let me know when these things happen they just do and that's why I"
"https://www.youtube.com/watch?v=qb3lDNKDA1k",2b7a44d40_1,utterance_4.mp4,"that's why we've got to be ready fine why don't you all go home take the day off when there is an earthquake or a blizzard and the people crowd into the shelter looking for help I'll just"
"https://www.youtube.com/watch?v=qb3lDNKDA1k",2b7a44d40_1,utterance_5.mp4,"I just tell them there's nothing we can do because we're not prepared to help go home then I said go home"
"https://www.youtube.com/watch?v=WY3NcP0BhvE",175acc2a4_1,utterance_1.mp4,"it's nice having a go around who is so helpful I didn't used to having someone who does things for me like this"
"https://www.youtube.com/watch?v=WY3NcP0BhvE",175acc2a4_1,utterance_2.mp4,"I don't mean like a servant but is my special little helper especially if I'm blind now you think I'll be this way forever I wonder if they have missed"
"https://www.youtube.com/watch?v=WY3NcP0BhvE",175acc2a4_1,utterance_3.mp4,"is blind USA or maybe I'd be a shoo-in for Miss America if I'm blind"
"https://www.youtube.com/watch?v=WY3NcP0BhvE",175acc2a4_1,utterance_4.mp4,"so this could be a blessing in disguise you could be up there on stage with me and guiding me around I wonder if that's against the rules"
"https://www.youtube.com/watch?v=WY3NcP0BhvE",175acc2a4_1,utterance_5.mp4,"I could get a cute little guy dog people live in love to a blind girl with the dog had went for sure"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_1.mp4,"I know none of this means"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_2.mp4,"anything to you"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_3.mp4,"Preston cleaning"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_4.mp4,"North in French"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_5.mp4,"it means that you agree to the GCC and your planet and all the resources here belong to us"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_6.mp4,"character"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_7.mp4,"we give you"
"https://www.youtube.com/watch?v=xpnD-vug0kk",610fd0cfb_1,utterance_8.mp4,"the shiny new GCC badge"
"https://www.youtube.com/watch?v=Md0FAw38IVY",975d467b7_1,utterance_1.mp4,"RT working very hard to provide great service in satisfy everyone loves it when they provide feedback"
"https://www.youtube.com/watch?v=Md0FAw38IVY",975d467b7_1,utterance_2.mp4,"feedback and review revalidation that we're on the right track I've been sitting at the studio for 6 months and it has been such an amazing growth experience in"
"https://www.youtube.com/watch?v=Md0FAw38IVY",975d467b7_1,utterance_4.mp4,"find out how are thousands of hours of dedication and experience can help you"
"https://www.youtube.com/watch?v=Md0FAw38IVY",975d467b7_1,utterance_5.mp4,"what's the real you have the chance to take a look at thanks and we'll see you soon"
"https://www.youtube.com/watch?v=ZkrP5UHdEJM",c2e8f2b89_1,utterance_1.mp4,"you are so perfect everyone around me is"
"https://www.youtube.com/watch?v=ZkrP5UHdEJM",c2e8f2b89_1,utterance_2.mp4,"so perfect in there was nothing left over for me I'm the left"
"https://www.youtube.com/watch?v=ZkrP5UHdEJM",c2e8f2b89_1,utterance_3.mp4,"I'm the ferry waste you throw to the docks"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_2.mp4,"I get so excited"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_5.mp4,"I'm so happy we all need something"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_6.mp4,"remote control for now"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_7.mp4,"Vodafone"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_8.mp4,"video by myself"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_9.mp4,"Endurance"
"https://www.youtube.com/watch?v=5cOq2xYnZgM",d7c8650e0_1,utterance_10.mp4,"how many and have a look at it"
"https://www.youtube.com/watch?v=cpsw5Pd2Ew0",d39d991a8_1,utterance_2.mp4,"sorry I want to be"
"https://www.youtube.com/watch?v=cpsw5Pd2Ew0",d39d991a8_1,utterance_3.mp4,"trade evolution of relationships"
"https://www.youtube.com/watch?v=cpsw5Pd2Ew0",d39d991a8_1,utterance_4.mp4,"and then"
"https://www.youtube.com/watch?v=cpsw5Pd2Ew0",d39d991a8_1,utterance_5.mp4,"I'm sure that the best friendships started"
"https://www.youtube.com/watch?v=4SUSbU5fsAE",d73b7560a_1,utterance_1.mp4,"I don't want to talk any"
"https://www.youtube.com/watch?v=4SUSbU5fsAE",d73b7560a_1,utterance_2.mp4,"anymore"
"https://www.youtube.com/watch?v=4SUSbU5fsAE",d73b7560a_1,utterance_3.mp4,"are you people do you cook prawn"
"https://www.youtube.com/watch?v=4SUSbU5fsAE",d73b7560a_1,utterance_4.mp4,"I never thought were violated"
"https://www.youtube.com/watch?v=8ybofmR1akY",dc937fe58_1,utterance_1.mp4,"we just received some fantastic feedback for the glowing 5-star review and now comes the fun part"
"https://www.youtube.com/watch?v=8ybofmR1akY",dc937fe58_1,utterance_2.mp4,"sharing it with you were happy to say this is just one of many I first met Mr Banks that one of his free casting director workshops he knows exactly what"
"https://www.youtube.com/watch?v=8ybofmR1akY",dc937fe58_1,utterance_4.mp4,"best training I highly recommend playback studio International"
"https://www.youtube.com/watch?v=8ybofmR1akY",dc937fe58_1,utterance_5.mp4,"would love the chance to give you a five star experience to simply call the number on your screen if we can help you we look forward to serving you"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_1.mp4,"good evening friends and welcome to one man with a mic theatre tonight episode I'd like to read to you a selection by the"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_2.mp4,"by the great writer DM Larson call the Shakespearean set my alarm for two hours"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_3.mp4,"and I have invited some of my celebrity friends to help me read this to you today I am sad"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_4.mp4,"Marriott the days my friends elves reindeers I come to save Christmas"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_5.mp4,"not to message or reindeer a reindeer my kingdom for a horse"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_6.mp4,"Google weather for balbriggan I am round like the moon and your nose is bright as the sun"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_7.mp4,"to.be a reindeer or not to.be a reindeer that is the question use that or written notice I see before me"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_8.mp4,"Downtown Train now is the winter of our discontent"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_9.mp4,"and when does least at all to run today to find rest of the world around at 1"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_10.mp4,"wish for you to guide my sleigh tonight"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_11.mp4,"this is your moment Rudolph there comes a moment in everyone's life when I have a chance to make a difference"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_12.mp4,"Black Ops 3 Master Blaster walking shadow a poor reindeer that struts and frets his hour upon the stage and in it"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_13.mp4,"heard no more it is a tale told by an idiot full of Sound and fury signifying nothing"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_14.mp4,"all natural"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_15.mp4,"will an old self be true"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_16.mp4,"you are a reindeer a special reindeer we know what we are but know not what we may be"
"https://www.youtube.com/watch?v=aT5MT8AgAZU",2b47d407c_1,utterance_17.mp4,"well why would they not let me play any reindeer games"
